platform,category,contest_id,contest_title,year,start_epoch_second,problem_id,problem_index,problem_name,problem_title,difficulty,solver_count,ai_tags,ai_tag_count,problem_url,difficulty_100,clean_text_len,clean_text,acceptance_rate
atcoder,abc,abc195,パナソニックプログラミングコンテスト（AtCoder Beginner Contest 195）,2021,1615636800,abc195_e,E,Lucky 7 Battle,E. Lucky 7 Battle,1609.0,3474,"['dp', 'game theory', 'modular arithmetic']",3,https://atcoder.jp/contests/abc195/tasks/abc195_e,52.895,587.0,"配点 : 500 点 問題文 0 , \ldots , 9 からなる長さ N の文字列 S と、 A , T からなる長さ N の文字列 X が与えられます。また、空文字列で初期化された文字列 T があります。 高橋君と青木君がこれらを使ってゲームをします。ゲームは N ラウンドからなり、 i 回目 (1\leq i \leq N) のラウンドでは次の操作が行われます。 X_i が A なら青木君が、 T なら高橋君が以下の操作を行う 操作： T の末尾に S_i か 0 のどちらか一方を加える N 回の操作が終了したあと、 T は 0 , \ldots , 9 からなる長さ N の文字列となります。 T を (先頭の余計な 0 を取り除いた上で) 10 進法で表された数と解釈したとき、 7 の倍数であれば高橋君の勝ちであり、そうでなければ青木君の勝ちです。 2 人が最適に行動する時、どちらが勝つか判定してください。 制約 1 \leq N \leq 2\times 10^5 S,X の長さは N S は 0 , \ldots , 9 のみからなる X は A , T のみからなる 入力 入力は以下の形式で標準入力から与えられる。 N S X 出力 2 人が最適に行動する時、高橋君が勝つなら Takahashi 、 青木君が勝つなら Aoki と出力せよ。",
atcoder,abc,abc195,パナソニックプログラミングコンテスト（AtCoder Beginner Contest 195）,2021,1615636800,abc195_f,F,Coprime Present,F. Coprime Present,2068.0,1951,"['bitmask dp', 'number theory', 'gcd', 'prime factorization', 'combinatorics']",5,https://atcoder.jp/contests/abc195/tasks/abc195_f,60.9,360.0,配点 : 600 点 問題文 あなたは A 以上 B 以下の整数が書かれたカードを各 1 枚、合計 B-A+1 枚持っています。 この中から何枚かを選んで ( 0 枚でもよい) ペットのすぬけ君にプレゼントしようと考えています。 すぬけ君は、プレゼントされたカードたちについて、どの相異なる 2 枚に書かれた数も互いに素であるときに喜び、そうでないとき悲しみます。 すぬけ君が喜ぶようなカードの組合せは何通りありますか？ 制約 1 \leq A \leq B \leq 10^{18} B-A \leq 72 入力は全て整数 入力 入力は以下の形式で標準入力から与えられる。 A B 出力 すぬけ君が喜ぶようなカードの組合せは何通りあるか出力せよ。 なお、制約の条件下で答えは 2^{63} 未満になることが証明される。,
atcoder,abc,abc196,AtCoder Beginner Contest 196,2021,1616241600,abc196_a,A,Difference Max,A. Difference Max,-1120.0,18217,"['greedy', 'math', 'implementation']",3,https://atcoder.jp/contests/abc196/tasks/abc196_a,5.302,194.0,"配点 : 100 点 問題文 整数 a, b, c, d が与えられます。 a ≤ x ≤ b,\ c ≤ y ≤ d となるように整数 x, y を選ぶとき、 x - y の最大値を求めてください。 制約 入力は全て整数 -100 ≤ a ≤ b ≤ 100 -100 ≤ c ≤ d ≤ 100 入力 入力は以下の形式で標準入力から与えられる。 a b c d 出力 答えを出力せよ。",
atcoder,abc,abc196,AtCoder Beginner Contest 196,2021,1616241600,abc196_b,B,Round Down,B. Round Down,-530.0,16550,"['string', 'implementation']",2,https://atcoder.jp/contests/abc196/tasks/abc196_b,15.591,183.0,配点 : 200 点 問題文 整数または小数 X が与えられるので、小数点以下を切り捨てて整数で出力してください。 制約 0 \le X \le 10^{100} X は整数、または小数点以下が 100 桁以下の小数であり、先頭に余計な 0 は付かない 入力 入力は以下の形式で標準入力から与えられる。 X 出力 X を、小数点以下を切り捨てて整数の形式で出力せよ。,
atcoder,abc,abc196,AtCoder Beginner Contest 196,2021,1616241600,abc196_c,C,Doubled,C. Doubled,202.0,14079,"['enumeration', 'string', 'math', 'constructive']",4,https://atcoder.jp/contests/abc196/tasks/abc196_c,28.357,178.0,配点 : 300 点 問題文 整数 N が与えられます。 以下の条件を満たす 1 以上 N 以下の整数 x は何個あるでしょうか？ x の十進表記 (先頭に 0 を付けない) は偶数桁であり、その前半と後半は文字列として等しい。 制約 N は整数 1 ≤ N < 10^{12} 入力 入力は以下の形式で標準入力から与えられる。 N 出力 答えを出力せよ。,
atcoder,abc,abc196,AtCoder Beginner Contest 196,2021,1616241600,abc196_d,D,Hanjo,D. Hanjo,1277.0,5587,"['backtracking', 'dfs', 'grid', 'tiling', 'brute force', 'recursion', 'combinatorics']",7,https://atcoder.jp/contests/abc196/tasks/abc196_d,47.105,356.0,"配点 : 400 点 問題文 縦 H メートル、横 W メートルの長方形の部屋があります。 この部屋に 2 メートル × 1 メートルの区別できない畳 (長方形のタイル) A 枚と、 1 メートル × 1 メートルの区別できない半畳 (正方形のタイル) B 枚を敷き詰めます。 2 メートル × 1 メートルの畳は縦長にも横長にも使うことができます。 敷き詰める方法は何通りあるでしょうか？ なお、 2A + B = HW であることが保証されます。 また、回転や反転を行うことで初めて一致するような敷き詰め方は区別します。 制約 入力は全て整数 1 ≤ H, W HW ≤ 16 0 ≤ A, B 2A + B = HW 入力 入力は以下の形式で標準入力から与えられる。 H W A B 出力 答えを出力せよ。",
atcoder,abc,abc196,AtCoder Beginner Contest 196,2021,1616241600,abc196_e,E,Filters,E. Filters,1650.0,3013,"['function', 'optimization', 'constructive', 'tracking']",4,https://atcoder.jp/contests/abc196/tasks/abc196_e,53.61,578.0,"配点 : 500 点 問題文 整数列 A = (a_1, a_2, \dots, a_N), T = (t_1, t_2, \dots, t_N), X = (x_1, x_2, \dots, x_Q) が与えられます。 N 個の関数 f_1(x), f_2(x), \dots, f_N(x) を、 f_i(x) = \begin{cases} x + a_i & (t_i = 1)\\ \max(x, a_i) & (t_i = 2)\\ \min(x, a_i) & (t_i = 3)\\ \end{cases} と定義します。 i = 1, 2, \dots, Q のそれぞれについて、 f_N( \dots f_2(f_1(x_i)) \dots ) を求めてください。 制約 入力は全て整数 1 ≤ N ≤ 2 \times 10^5 1 ≤ Q ≤ 2 \times 10^5 |a_i| ≤ 10^9 1 ≤ t_i ≤ 3 |x_i| ≤ 10^9 入力 入力は以下の形式で標準入力から与えられる。 N a_1 t_1 a_2 t_2 \vdots a_N t_N Q x_1 x_2 \cdots x_Q 出力 Q 行にかけて出力せよ。 i 行目には、 f_N( \dots f_2(f_1(x_i)) \dots ) を出力せよ。",
atcoder,abc,abc196,AtCoder Beginner Contest 196,2021,1616241600,abc196_f,F,Substring 2,F. Substring 2,2274.0,1248,"['fft', 'convolution', 'string matching', 'hamming distance']",4,https://atcoder.jp/contests/abc196/tasks/abc196_f,64.493,308.0,"配点 : 600 点 問題文 0 , 1 からなる文字列 S, T が与えられます。 T が S の部分文字列となるように、 T のいくつかの文字を書き換えます。 少なくとも何文字書き換える必要がありますか？ 部分文字列とは？ S のある連続した部分を取り出してできる文字列が T と一致するとき、 T は S の部分文字列であるといいます。 例えば、 000 は 10001 の部分文字列ですが、 11 は 10001 の部分文字列ではありません。 制約 S, T は 0 , 1 からなる 1 ≤ |T| ≤ |S| ≤ 10^6 入力 入力は以下の形式で標準入力から与えられる。 S T 出力 答えを出力せよ。",
atcoder,abc,abc197,AtCoder Beginner Contest 197（Sponsored by Panasonic）,2021,1616846400,abc197_a,A,Rotate,A. Rotate,-1263.0,20207,"['string', 'implementation']",2,https://atcoder.jp/contests/abc197/tasks/abc197_a,2.808,146.0,配点 : 100 点 問題文 長さ 3 の文字列 S が与えられます。 S の先頭の文字を S の末尾に移動して得られる文字列 S' を出力してください。 制約 S は英小文字のみからなる長さ 3 の文字列である 入力 入力は以下の形式で標準入力から与えられる。 S 出力 S' を出力せよ。,
atcoder,abc,abc197,AtCoder Beginner Contest 197（Sponsored by Panasonic）,2021,1616846400,abc197_b,B,Visibility,B. Visibility,-170.0,14336,"['simulation', 'grid', 'implementation']",3,https://atcoder.jp/contests/abc197/tasks/abc197_b,21.87,571.0,"配点 : 200 点 問題文 縦 H 行、横 W 列のマス目があり、いくつかのマスには障害物が置かれています。 上から i 番目、左から j 番目のマスをマス (i, j) と表すことにします。 H 個の文字列 S_1, S_2, S_3, \dots, S_H が与えられます。 S_i の j 文字目はマス (i, j) の状態を表し、 # なら障害物が置かれていることを、 . なら障害物が置かれていないことを表します。 このマス目上のあるマスからあるマスが 見える とは、 2 つのマスが同じ行または列にあり、 2 つのマスの間 ( 2 つのマス自身を含む) に障害物が 1 つも置かれていないことを意味します。 このマス目上のマスであって、マス (X, Y) から 見える もの (マス (X, Y) 自身を含む) の数を求めてください。 制約 1 \le H \le 100 1 \le W \le 100 1 \le X \le H 1 \le Y \le W S_i は . および # のみからなる長さ W の文字列 マス (X, Y) に障害物は置かれていない 入力 入力は以下の形式で標準入力から与えられる。 H W X Y S_1 S_2 S_3 \hspace{3pt} \vdots S_H 出力 答えを出力せよ。",
atcoder,abc,abc197,AtCoder Beginner Contest 197（Sponsored by Panasonic）,2021,1616846400,abc197_c,C,ORXOR,C. ORXOR,809.0,9725,"['bitmask', 'brute force', 'implementation', 'bit manipulation', 'search']",5,https://atcoder.jp/contests/abc197/tasks/abc197_c,38.943,1235.0,"配点 : 300 点 問題文 長さ N の数列 A が与えられます。 この数列を、 1 つ以上の空でない連続した区間に分けます。 その後、分けた各区間で、区間内の数のビット単位 \mathrm{OR} を計算します。 こうして得られた全ての値のビット単位 \mathrm{XOR} として考えられる最小値を求めてください。 ビット単位 \mathrm{OR} 演算とは 整数 A, B のビット単位 \mathrm{OR} 、 A\ \mathrm{OR}\ B は以下のように定義されます。 A\ \mathrm{OR}\ B を二進表記した際の 2^k ( k \geq 0 ) の位の数は、 A, B を二進表記した際の 2^k の位の数のうち少なくとも片方が 1 であれば 1 、そうでなければ 0 である。 例えば、 3\ \mathrm{OR}\ 5 = 7 となります (二進表記すると: 011\ \mathrm{OR}\ 101 = 111 )。 一般に k 個の整数 p_1, p_2, p_3, \dots, p_k のビット単位 \mathrm{OR} は (\dots ((p_1\ \mathrm{OR}\ p_2)\ \mathrm{OR}\ p_3)\ \mathrm{OR}\ \dots\ \mathrm{OR}\ p_k) と定義され、これは p_1, p_2, p_3, \dots p_k の順番によらないことが証明できます。 ビット単位 \mathrm{XOR} 演算とは 整数 A, B のビット単位 \mathrm{XOR} 、 A\ \mathrm{XOR}\ B は、以下のように定義されます。 A\ \mathrm{XOR}\ B を二進表記した際の 2^k ( k \geq 0 ) の位の数は、 A, B を二進表記した際の 2^k の位の数のうち一方のみが 1 であれば 1 、そうでなければ 0 である。 例えば、 3\ \mathrm{XOR}\ 5 = 6 となります (二進表記すると: 011\ \mathrm{XOR}\ 101 = 110 )。 一般に k 個以上の整数 p_1, p_2, p_3, \dots, p_k のビット単位 \mathrm{XOR} は (\dots ((p_1\ \mathrm{XOR}\ p_2)\ \mathrm{XOR}\ p_3)\ \mathrm{XOR}\ \dots\ \mathrm{XOR}\ p_k) と定義され、これは p_1, p_2, p_3, \dots p_k の順番によらないことが証明できます。 制約 1 \le N \le 20 0 \le A_i \lt 2^{30} 入力に含まれる値は全て整数である 入力 入力は以下の形式で標準入力から与えられる。 N A_1 A_2 A_3 \dots A_N 出力 答えを出力せよ。",
atcoder,abc,abc197,AtCoder Beginner Contest 197（Sponsored by Panasonic）,2021,1616846400,abc197_d,D,Opposite,D. Opposite,831.0,6992,"['geometry', 'trigonometry', 'coordinate geometry', 'rotation', 'angle calculation', 'polygon']",6,https://atcoder.jp/contests/abc197/tasks/abc197_d,39.327,617.0,"配点 : 400 点 問題文 \mathrm{x} 軸の正の向きを右、 \mathrm{y} 軸の正の向きを上とする 2 次元座標平面上に、 p_0, p_1, p_2, \dots, p_{N - 1} の N 個の頂点からなる正 N 角形があります。 ここで N は偶数であることが保証され、頂点 p_0, p_1, p_2, \dots, p_{N - 1} はこの順に反時計回りに並んでいます。 p_i の座標を (x_i, y_i) とします。 x_0, y_0, x_{\frac{N}{2}}, y_{\frac{N}{2}} が与えられるので、 x_1, y_1 を求めてください。 制約 4 \le N \le 100 N は偶数 0 \le x_0, y_0 \le 100 0 \le x_{\frac{N}{2}}, y_{\frac{N}{2}} \le 100 (x_0, y_0) \neq (x_{\frac{N}{2}}, y_{\frac{N}{2}}) 入力に含まれる値は全て整数である 入力 入力は以下の形式で標準入力から与えられる。 N x_0 y_0 x_{\frac{N}{2}} y_{\frac{N}{2}} 出力 x_1, y_1 をこの順に空白区切りで出力せよ。 出力されたそれぞれの値について、想定解答との絶対誤差または相対誤差が 10^{-5} 以下であれば正解と判定される。",
atcoder,abc,abc197,AtCoder Beginner Contest 197（Sponsored by Panasonic）,2021,1616846400,abc197_e,E,Traveler,E. Traveler,1379.0,4265,['dp'],1,https://atcoder.jp/contests/abc197/tasks/abc197_e,48.884,556.0,配点 : 500 点 問題文 数直線上にボール 1 からボール N までの N 個のボールがあります。 ボール i は座標 X_i にあります。 各ボールには 1 以上 N 以下の整数で表される色がついていて、ボール i の色は整数 C_i で表されます。 今座標 0 にいるあなたは、毎秒 1 の速さで数直線上を動き、全てのボールを回収してから再び座標 0 に戻ります。 このとき、ボールの色を表す整数を回収順に並べた時に広義単調増加となっている必要があります。 ボールを回収するにはボールと同じ座標にいる必要がありますが、ボールを回収できる時に必ずしも回収する必要はありません。 座標 0 を出発してから、全てのボールを回収して再び座標 0 に戻るまでにかかる時間の最小値を求めてください。 制約 1 \le N \le 2 \times 10^5 |X_i| \le 10^9 X_i \neq X_j (i \neq j) X_i \neq 0 1 \le C_i \le N 入力に含まれる値は全て整数である 入力 入力は以下の形式で標準入力から与えられる。 N X_1 C_1 X_2 C_2 X_3 C_3 \hspace{15pt} \vdots X_N C_N 出力 答え [秒] を出力せよ。,
atcoder,abc,abc197,AtCoder Beginner Contest 197（Sponsored by Panasonic）,2021,1616846400,abc197_f,F,Construct a Palindrome,F. Construct a Palindrome,1945.0,2792,"['bfs', 'graph theory', 'graph', 'shortest path']",4,https://atcoder.jp/contests/abc197/tasks/abc197_f,58.755,470.0,配点 : 600 点 問題文 N 頂点 M 辺の、単純とは限らない連結な無向グラフがあります。 辺 i は頂点 A_i と頂点 B_i を結んでおり、文字 C_i が書かれています。 頂点 1 から頂点 N へのパス (同じ辺や頂点を複数回通っても構わない) を 1 つ選び、通る辺に書かれている文字を順に並べて文字列を作ります。 この文字列が回文になることはあるかを判定し、あるならばそのような回文の長さとして考えられる最小値を求めてください。 制約 2 \le N \le 1000 1 \le M \le 1000 1 \le A_i \le N 1 \le B_i \le N C_i は英小文字 与えられるグラフは連結である 入力 入力は以下の形式で標準入力から与えられる。 N M A_1 B_1 C_1 A_2 B_2 C_2 A_3 B_3 C_3 \hspace{25pt} \vdots A_M B_M C_M 出力 作る文字列が回文になることがあるならば、そのような回文の長さの最小値を、ないならば -1 を出力せよ。,
atcoder,abc,abc198,AtCoder Beginner Contest 198,2021,1618142400,abc198_a,A,Div,A. Div,-1088.0,18447,"['combinatorics', 'counting', 'math', 'implementation']",4,https://atcoder.jp/contests/abc198/tasks/abc198_a,5.86,154.0,配点 : 100 点 問題文 N 個の互いに区別できないお菓子を、A君とB君で分け合います。 両者とも 1 個以上の整数個のお菓子を得るような分け方は何通りありますか？ 制約 N は整数 1 \leq N \leq 15 入力 入力は以下の形式で標準入力から与えられる。 N 出力 答えを整数として出力せよ。,
atcoder,abc,abc198,AtCoder Beginner Contest 198,2021,1618142400,abc198_b,B,Palindrome with leading zeros,B. Palindrome with leading zeros,-369.0,17107,"['string', 'palindrome', 'implementation', 'brute force']",4,https://atcoder.jp/contests/abc198/tasks/abc198_b,18.399,161.0,配点 : 200 点 問題文 整数 N が与えられます。 N を十進法で表した文字列の先頭に 0 個以上の 0 をつけることで、回文にすることはできますか？ 制約 0 \leq N \leq 10^9 入力 入力は以下の形式で標準入力から与えられる。 N 出力 回文にできるなら Yes 、できないなら No を出力せよ。,
atcoder,abc,abc198,AtCoder Beginner Contest 198,2021,1618142400,abc198_c,C,Compass Walking,C. Compass Walking,413.0,11591,"['geometry', 'math', 'case work', 'euclidean distance']",4,https://atcoder.jp/contests/abc198/tasks/abc198_c,32.037,389.0,"配点 : 300 点 問題文 2 次元平面上の原点に高橋君がいます。 高橋君が 1 歩歩くと、いまいる点からのユークリッド距離がちょうど R であるような点に移動することができます(移動先の座標が整数である必要はありません)。これ以外の方法で移動することはできません。 高橋君が点 (X,Y) に到達するまでに必要な歩数の最小値を求めてください。 なお、点 (x_1,y_1) と点 (x_2,y_2) のユークリッド距離は \sqrt{(x_1-x_2)^2+(y_1-y_2)^2} で与えられます。 制約 1 \leq R \leq 10^5 0 \leq X,Y \leq 10^5 (X,Y) \neq (0,0) 入力は全て整数 入力 入力は以下の形式で標準入力から与えられる。 R X Y 出力 高橋君が (X,Y) に到達するまでに必要な歩数の最小値を出力せよ。",
atcoder,abc,abc198,AtCoder Beginner Contest 198,2021,1618142400,abc198_d,D,Send More Money,D. Send More Money,1224.0,5431,"['brute force', 'permutation', 'string', 'math', 'cryptarithmetic']",5,https://atcoder.jp/contests/abc198/tasks/abc198_d,46.181,518.0,"配点 : 400 点 問題文 英小文字からなる文字列 S_1,S_2,S_3 が与えられます。覆面算 S_1+S_2=S_3 を解いてください。 正確には、次の 3 つの条件をすべて満たすような 正の 整数の組 N_1,N_2,N_3 が存在するか判定し、存在するならばそのうち 1 つを求めてください。 ここで、 N_1, N_2, N_3 を (先頭に余分な 0 をつけないで) 十進表記した文字列をそれぞれ N'_1, N'_2, N'_3 とします。 N'_i の文字数は、 S_i の文字数に等しい N_1+N_2=N_3 を満たす S_i の x 文字目と S_j の y 文字目が等しいとき、またその時に限り、 N'_i の x 文字目と N'_j の y 文字目が等しい 制約 S_1,S_2,S_3 は英小文字のみからなる長さ 1 以上 10 以下の文字列 入力 入力は以下の形式で標準入力から与えられる。 S_1 S_2 S_3 出力 条件を満たすような正整数の組 N_1,N_2,N_3 が存在するならば、そのような組の 1 つを改行区切りで出力せよ。 存在しないなら、代わりに UNSOLVABLE と出力せよ。",
atcoder,abc,abc198,AtCoder Beginner Contest 198,2021,1618142400,abc198_e,E,Unique Color,E. Unique Color,1161.0,5904,"['dfs', 'tree', 'path']",3,https://atcoder.jp/contests/abc198/tasks/abc198_e,45.082,388.0,"配点 : 500 点 問題文 N 頂点からなる木が与えられます。 i 番目の辺は頂点 A_i と頂点 B_i をつないでいます。頂点 i は色 C_i で塗られています (この問題では、色は整数として表されます)。 頂点 1 から頂点 x への最短パスに、頂点 x と同じ色で塗られた頂点が頂点 x 以外に存在しないとき、頂点 x は よい頂点 であるといいます。 よい頂点を全て求めてください。 制約 2 \leq N \leq 10^5 1 \leq C_i \leq 10^5 1 \leq A_i,B_i \leq N 与えられるグラフは木である 入力は全て整数 入力 入力は以下の形式で標準入力から与えられる。 N C_1 \ldots C_N A_1 B_1 \vdots A_{N-1} B_{N-1} 出力 全てのよい頂点の番号を、昇順に改行区切りで出力せよ。",
atcoder,abc,abc198,AtCoder Beginner Contest 198,2021,1618142400,abc198_f,F,Cube,F. Cube,2769.0,585,"['polya enumeration', 'burnside lemma', 'combinatorics', 'digit dp', 'matrix', 'group theory']",6,https://atcoder.jp/contests/abc198/tasks/abc198_f,73.125,263.0,配点 : 600 点 問題文 立方体の各面に 1 つずつ正の整数を書きます。書かれた 6 つの数の和が S になるような書き込み方は何通りありますか？ ただし、立方体を回転した時に一致するような書き込み方は区別しないものとします(数に向きはありません)。 答えは非常に大きくなる可能性があるので、 998244353 で割ったあまりを求めてください。 制約 6 \leq S \leq 10^{18} S は整数 入力 入力は以下の形式で標準入力から与えられる。 S 出力 答えを 998244353 で割った余りを出力せよ。,
atcoder,abc,abc199,AtCoder Beginner Contest 199（Sponsored by Panasonic）,2021,1619265600,abc199_a,A,Square Inequality,A. Square Inequality,-1323.0,20593,"['math', 'inequality', 'conditional']",3,https://atcoder.jp/contests/abc199/tasks/abc199_a,1.761,208.0,"配点 : 100 点 問題文 整数 A, B, C が与えられます。 A^2 + B^2 < C^2 かを判定してください。 制約 0 \le A \le 1000 0 \le B \le 1000 0 \le C \le 1000 A, B, C は整数である 入力 入力は以下の形式で標準入力から与えられる。 A B C 出力 A^2 + B^2 < C^2 なら Yes を、そうでないなら No を出力せよ。",
atcoder,abc,abc199,AtCoder Beginner Contest 199（Sponsored by Panasonic）,2021,1619265600,abc199_b,B,Intersection,B. Intersection,-547.0,15765,"['interval', 'optimization', 'counting', 'implementation']",4,https://atcoder.jp/contests/abc199/tasks/abc199_b,15.295,316.0,"配点 : 200 点 問題文 長さ N の数列 A = (A_1, A_2, A_3, \dots, A_N), B = (B_1, B_2, B_3, \dots, B_N) が与えられます。 以下の条件を満たす整数 x の個数を求めてください。 1 \le i \le N を満たす全ての整数 i について A_i \le x \le B_i 制約 1 \le N \le 100 1 \le A_i \le B_i \le 1000 入力に含まれる値は全て整数 入力 入力は以下の形式で標準入力から与えられる。 N A_1 A_2 A_3 \dots A_N B_1 B_2 B_3 \dots B_N 出力 答えを出力せよ。",
atcoder,abc,abc199,AtCoder Beginner Contest 199（Sponsored by Panasonic）,2021,1619265600,abc199_c,C,IPFL,C. IPFL,436.0,12010,"['implementation', 'string', 'optimization', 'indexing']",4,https://atcoder.jp/contests/abc199/tasks/abc199_c,32.438,574.0,"配点 : 300 点 問題文 長さ 2N の文字列 S があります。 この文字列に対して Q 個のクエリが与えられます。 i 番目のクエリでは 3 つの整数 T_i, A_i, B_i が与えられるので、以下の処理をします。 T_i = 1 のとき : S の A_i 文字目と B_i 文字目を入れ替える T_i = 2 のとき : S の前半 N 文字と後半 N 文字を入れ替える( A_i, B_i の値は用いない) 例えば S が FLIP のときにこのクエリを処理すると、 S は IPFL となる。 これら Q 個のクエリを与えられた順に全て処理した後の S を出力してください。 制約 1 \le N \le 2 \times 10^5 S は長さ 2N の英大文字のみからなる文字列 1 \le Q \le 3 \times 10^5 T_i は 1 または 2 T_i = 1 のとき、 1 \le A_i \lt B_i \le 2N T_i = 2 のとき、 A_i = B_i = 0 入力 入力は以下の形式で標準入力から与えられる。 N S Q T_1 A_1 B_1 T_2 A_2 B_2 T_3 A_3 B_3 \hspace{21pt} \vdots T_Q A_Q B_Q 出力 クエリ処理後の S を出力せよ。",
atcoder,abc,abc199,AtCoder Beginner Contest 199（Sponsored by Panasonic）,2021,1619265600,abc199_d,D,RGB Coloring 2,D. RGB Coloring 2,1804.0,3151,"['graph coloring', 'connected components', 'dfs', 'backtracking', 'counting']",5,https://atcoder.jp/contests/abc199/tasks/abc199_d,56.296,419.0,配点 : 400 点 問題文 N 頂点 M 辺の単純無向グラフがあります。頂点には 1 から N までの、辺には 1 から M までの番号がついています。 辺 i は頂点 A_i と頂点 B_i を結んでいます。 このグラフの各頂点を赤、緑、青の 3 色のいずれかで塗る方法であって、以下の条件を満たすものの数を求めてください。 辺で直接結ばれている 2 頂点は必ず異なる色で塗られている なお、使われない色があっても構いません。 制約 1 \le N \le 20 0 \le M \le \frac{N(N - 1)}{2} 1 \le A_i \le N 1 \le B_i \le N 与えられるグラフは単純 (多重辺や自己ループを含まない) 入力 入力は以下の形式で標準入力から与えられる。 N M A_1 B_1 A_2 B_2 A_3 B_3 \hspace{15pt} \vdots A_M B_M 出力 答えを出力せよ。,
atcoder,abc,abc199,AtCoder Beginner Contest 199（Sponsored by Panasonic）,2021,1619265600,abc199_e,E,Permutation,E. Permutation,1814.0,2610,"['bitmask dp', 'dp', 'permutation']",3,https://atcoder.jp/contests/abc199/tasks/abc199_e,56.47,377.0,"配点 : 500 点 問題文 (1, 2, 3, \dots, N) を並び替えてできる数列 a であって、以下の条件を満たすものの数を出力してください。 1 \le i \le M を満たす全ての整数 i について、 a_1, a_2, a_3, \dots, a_{X_i} の中に Y_i 以下の数は Z_i 個以下しか存在しない 制約 2 \le N \le 18 0 \le M \le 100 1 \le X_i \lt N 1 \le Y_i \lt N 0 \le Z_i \lt N 入力に含まれる値は全て整数である 入力 入力は以下の形式で標準入力から与えられる。 N M X_1 Y_1 Z_1 X_2 Y_2 Z_2 X_3 Y_3 Z_3 \hspace{23pt} \vdots X_M Y_M Z_M 出力 答えを出力せよ。",
atcoder,abc,abc199,AtCoder Beginner Contest 199（Sponsored by Panasonic）,2021,1619265600,abc199_f,F,Graph Smoothing,F. Graph Smoothing,2065.0,1505,"['expectation', 'matrix', 'graph theory', 'linear algebra', 'modular arithmetic']",5,https://atcoder.jp/contests/abc199/tasks/abc199_f,60.848,855.0,"配点 : 600 点 問題文 N 頂点 M 辺の単純無向グラフがあります。頂点には 1 から N までの、辺には 1 から M までの番号がついています。 辺 i は頂点 X_i と頂点 Y_i を結んでいます。また、頂点 i には最初整数 A_i が書かれています。 あなたは K 回にわたって以下の操作を行います。 M 本ある辺の中から、一様ランダムかつ他の選択と独立に 1 本選ぶ。その辺が結ぶ 2 頂点に書かれている数の平均を x として、その 2 頂点に書かれている数を両方 x で置き換える。 各頂点 i について、 K 回の操作後に頂点 i に書かれている数の期待値を求め、注記の通り \bmod (10^9 + 7) で出力してください。 注記 有理数を出力する際は、まずその有理数を分数 \frac{y}{x} として表してください。 ここで、 x,y は整数であり、 x は 10^9+7 で割り切れてはなりません (この問題の制約下で、そのような表現は必ず可能です)。 そして、 xz \equiv y \pmod {10^9+7} を満たすような 0 以上 10^9+6 以下の唯一の整数 z を出力してください。 制約 2 \le N \le 100 1 \le M \le \frac{N(N - 1)}{2} 0 \le K \le 10^9 0 \le A_i \le 10^9 1 \le X_i \le N 1 \le Y_i \le N 与えられるグラフは単純 入力に含まれる値は全て整数である 入力 入力は以下の形式で標準入力から与えられる。 N M K A_1 A_2 A_3 \dots A_N X_1 Y_1 X_2 Y_2 X_3 Y_3 \hspace{15pt} \vdots X_M Y_M 出力 N 行にわたって出力せよ。 i 行目には、 K 回の操作後に頂点 i に書かれている数の期待値を、注記に従って \bmod (10^9 + 7) で出力せよ。",
atcoder,abc,abc200,京セラプログラミングコンテスト2021（AtCoder Beginner Contest 200）,2021,1620475200,abc200_a,A,Century,A. Century,-1321.0,19593,"['math', 'implementation']",2,https://atcoder.jp/contests/abc200/tasks/abc200_a,1.796,178.0,配点 : 100 点 問題文 西暦 N 年は何世紀ですか？ 世紀とは？ 西暦 1 年から 100 年までを 1 世紀、 101 年から 200 年までを 2 世紀と、以降も同様に西暦を 100 年単位で区切って呼称したものです。 制約 1 \le N \le 3000 入力 入力は以下の形式で標準入力から与えられる。 N 出力 答えを整数として出力せよ。,
atcoder,abc,abc200,京セラプログラミングコンテスト2021（AtCoder Beginner Contest 200）,2021,1620475200,abc200_b,B,200th ABC-200,B. 200th ABC-200,-804.0,18093,"['simulation', 'implementation', 'math', 'string']",4,https://atcoder.jp/contests/abc200/tasks/abc200_b,10.813,281.0,配点 : 200 点 問題文 整数 N が与えられます。 以下の操作を K 回行った後の整数 N を出力してください。 整数 N が 200 の倍数であれば、 N を 200 で割る。 そうでなければ、整数 N を、 N の後ろに文字列として 200 を付け加えた整数に置き換える。 例えば、 7 を置き換えると 7200 に、 1234 を置き換えると 1234200 になります。 制約 入力は全て整数 1 \le N \le 10^5 1 \le K \le 20 入力 入力は以下の形式で標準入力から与えられる。 N K 出力 答えを整数として出力せよ。,
